Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,14.550000,14.580000,13.250000,13.320000,12.725674,3908000
2008-01-03,13.300000,13.620000,12.650000,12.720000,12.152447,4739200
2008-01-04,12.700000,12.700000,11.950000,12.410000,11.856277,4828000
2008-01-07,12.400000,12.930000,12.060000,12.230000,11.684310,4456000
2008-01-08,12.220000,12.250000,10.960000,11.010000,10.518744,5240600
2008-01-09,11.210000,11.570000,10.180000,10.890000,10.404098,8615200
2008-01-10,11.240000,12.980000,10.950000,12.550000,11.990033,8872300
2008-01-11,12.610000,12.760000,11.790000,11.890000,11.359479,4810000
2008-01-14,12.070000,12.380000,11.530000,12.040000,11.502787,2773200
2008-01-15,11.850000,12.640000,11.750000,12.510000,11.951814,6321800
2008-01-16,12.250000,12.830000,11.330000,12.540000,11.980475,5472700
2008-01-17,12.640000,13.300000,12.130000,12.510000,11.951814,5455900
2008-01-18,12.350000,13.140000,12.350000,12.920000,12.343523,3806100
2008-01-22,12.260000,12.920000,11.610000,12.020000,11.483678,4828200
2008-01-23,12.040000,13.420000,11.750000,13.140000,12.553706,4990600
2008-01-24,12.630000,13.360000,12.450000,12.660000,12.095122,4029700
2008-01-25,12.660000,13.080000,11.990000,12.290000,11.741631,3234600
2008-01-28,12.390000,13.420000,12.200000,13.330000,12.735229,3963200
2008-01-29,13.160000,13.580000,12.820000,13.100000,12.515491,2689100
2008-01-30,12.980000,13.690000,12.910000,13.380000,12.782995,3929000
2008-01-31,13.360000,14.080000,13.200000,13.840000,13.222472,3266700
2008-02-01,13.980000,15.550000,13.400000,15.390000,14.703314,6763300
2008-02-04,15.590000,16.000000,14.370000,14.460000,13.814807,3820700
2008-02-05,14.310000,14.990000,13.600000,14.550000,13.900793,3154400
2008-02-06,14.760000,15.650000,14.060000,15.340000,14.655545,5329200
2008-02-07,15.740000,16.440001,15.060000,15.400000,14.712866,5062200
2008-02-08,15.410000,15.480000,14.530000,15.170000,14.493128,2820300
2008-02-11,15.170000,15.450000,14.620000,15.110000,14.435805,2779500
2008-02-12,15.290000,15.490000,14.720000,14.900000,14.235176,1818100
2008-02-13,15.140000,15.400000,14.940000,15.320000,14.636433,1235700
2008-02-14,15.090000,15.250000,13.950000,14.040000,13.413548,2378300
2008-02-15,14.110000,14.590000,13.900000,14.410000,13.767037,2926200
2008-02-19,14.420000,14.420000,13.790000,13.910000,13.289349,2287200
2008-02-20,13.770000,14.320000,13.500000,14.210000,13.575964,2139400
2008-02-21,14.080000,14.780000,13.750000,13.930000,13.308456,1844300
2008-02-22,13.780000,13.890000,13.150000,13.480000,12.878536,1406700
2008-02-25,13.550000,13.890000,13.110000,13.700000,13.088716,1677200
2008-02-26,13.600000,14.100000,13.540000,13.890000,13.270242,1589000
2008-02-27,13.760000,13.890000,13.460000,13.800000,13.184259,2170700
2008-02-28,13.560000,13.700000,13.030000,13.150000,12.563258,1615500
2008-02-29,12.810000,13.020000,12.400000,12.400000,11.846724,1824900
