Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,14.730000,14.790000,13.580000,13.790000,12.581177,6351800
2008-01-03,13.690000,13.970000,13.500000,13.650000,12.453449,7725900
2008-01-04,13.390000,13.620000,12.660000,13.370000,12.197994,7777400
2008-01-07,13.430000,13.740000,12.810000,13.390000,12.216243,4133200
2008-01-08,13.300000,13.550000,11.500000,11.770000,10.738251,9311200
2008-01-09,12.600000,13.850000,11.760000,13.520000,12.334846,8358000
2008-01-10,14.060000,16.930000,13.800000,15.980000,14.579206,17947800
2008-01-11,16.200001,16.500000,14.770000,15.480000,14.123034,7343700
2008-01-14,15.700000,15.850000,14.950000,15.300000,13.958813,3313800
2008-01-15,15.350000,16.440001,15.300000,15.980000,14.579206,6826300
2008-01-16,16.000000,16.219999,14.830000,16.000000,14.597451,6175000
2008-01-17,16.100000,16.469999,14.680000,15.190000,13.858453,4649600
2008-01-18,15.580000,15.640000,14.870000,15.140000,13.812840,2418300
2008-01-22,13.700000,15.390000,13.700000,14.850000,13.548261,4542900
2008-01-23,14.210000,16.240000,14.000000,15.980000,14.579206,3333000
2008-01-24,15.980000,16.209999,15.600000,15.990000,14.588327,3163200
2008-01-25,16.000000,16.500000,15.560000,16.209999,14.789042,3093400
2008-01-28,16.209999,16.690001,15.910000,16.160000,14.743426,3912900
2008-01-29,16.160000,16.549999,15.830000,16.010000,14.606573,4795200
2008-01-30,15.950000,16.660000,15.920000,16.150000,14.734303,4750800
2008-01-31,15.900000,17.000000,15.900000,16.820000,15.345568,3900100
2008-02-01,16.799999,18.639999,16.440001,18.530001,16.905674,6948200
2008-02-04,18.440001,18.790001,17.100000,17.250000,15.737878,5381900
2008-02-05,16.900000,17.770000,16.820000,17.030001,15.537162,3938800
2008-02-06,16.500000,18.559999,16.500000,17.950001,16.376514,7828300
2008-02-07,18.740000,18.990000,17.940001,18.490000,16.869171,5527600
2008-02-08,18.030001,18.500000,17.990000,18.190001,16.595482,5579200
2008-02-11,18.590000,18.590000,17.700001,18.000000,16.422129,2770500
2008-02-12,18.000000,18.129999,17.059999,17.530001,15.993333,3576100
2008-02-13,17.420000,17.940001,17.350000,17.709999,16.157553,5251800
2008-02-14,17.900000,17.900000,16.809999,17.049999,15.555410,4152400
2008-02-15,17.059999,17.559999,17.030001,17.320000,15.801742,3059700
2008-02-19,17.629999,17.629999,16.490000,16.770000,15.299953,4181100
2008-02-20,16.750000,17.000000,16.080000,16.809999,15.336447,3164400
2008-02-21,16.990000,17.150000,15.810000,16.209999,14.789042,2810000
2008-02-22,16.360001,16.520000,15.620000,16.370001,14.935019,3048700
2008-02-25,16.400000,16.540001,15.400000,16.150000,14.734303,3352300
2008-02-26,15.950000,16.209999,15.500000,15.910000,14.515341,2247100
2008-02-27,15.360000,15.520000,14.750000,15.000000,13.685111,5586300
2008-02-28,15.140000,15.230000,13.910000,14.090000,12.854881,3728200
2008-02-29,14.320000,14.320000,13.240000,13.350000,12.179747,4857100
2008-03-03,13.270000,13.350000,12.500000,12.980000,11.842182,4713200
2008-03-04,12.850000,13.530000,12.510000,13.140000,11.988158,3849400
2008-03-05,13.190000,14.600000,12.870000,14.330000,13.073843,7429900
2008-03-06,14.150000,14.450000,13.340000,13.500000,12.316599,2223100
2008-03-07,13.130000,13.750000,12.710000,12.890000,11.760072,3572300
2008-03-10,12.920000,13.260000,11.950000,11.980000,10.929841,2178400
2008-03-11,12.160000,12.640000,11.640000,12.110000,11.048445,3518000
2008-03-12,11.580000,11.800000,10.050000,10.130000,9.242010,8642300
2008-03-13,9.820000,10.720000,9.560000,10.520000,9.597825,6963100
2008-03-14,10.930000,11.010000,9.380000,9.600000,8.758471,6092600
2008-03-17,9.410000,9.420000,8.610000,9.230000,8.420904,6345200
2008-03-18,9.010000,10.850000,8.900000,10.090000,9.205519,7490500
2008-03-19,10.130000,11.060000,10.020000,10.430000,9.515715,6991300
2008-03-20,10.670000,10.670000,9.920000,10.000000,9.123407,8116500
2008-03-24,10.140000,10.390000,9.870000,10.010000,9.132531,8519100
2008-03-25,10.110000,10.290000,9.900000,9.970000,9.096035,4329900
2008-03-26,10.040000,10.040000,8.680000,8.740000,7.973858,8665200
2008-03-27,8.840000,8.840000,8.340000,8.350000,7.618046,10543800
2008-03-28,8.450000,9.040000,7.940000,8.610000,7.855251,17147800
2008-03-31,8.670000,8.790000,8.150000,8.600000,7.846129,17690900
2008-04-01,8.940000,9.380000,8.760000,9.140000,8.338794,9635000
2008-04-02,9.010000,9.190000,8.700000,8.800000,8.028598,5335200
2008-04-03,8.770000,8.950000,8.520000,8.810000,8.037722,3448100
2008-04-04,8.840000,8.910000,8.590000,8.750000,7.982983,5451000
2008-04-07,9.100000,9.400000,8.790000,9.290000,8.475645,5758800
2008-04-08,9.360000,9.500000,9.100000,9.340000,8.521261,5180100
2008-04-09,9.380000,9.580000,8.430000,8.910000,8.128957,8312300
2008-04-10,9.060000,10.000000,8.760000,9.750000,8.895323,7788800
2008-04-11,10.280000,10.550000,9.900000,10.010000,9.132531,10824400
2008-04-14,10.690000,10.750000,10.150000,10.480000,9.561327,9120600
2008-04-15,10.750000,10.890000,8.840000,9.160000,8.357038,32262700
2008-04-16,9.150000,9.400000,8.590000,8.620000,7.864377,20470700
2008-04-17,8.640000,8.780000,8.400000,8.550000,7.800512,6431600
2008-04-18,8.800000,9.060000,8.660000,8.750000,7.982983,8146500
2008-04-21,8.610000,8.730000,8.120000,8.200000,7.481192,6377300
2008-04-22,8.000000,8.100000,6.700000,6.800000,6.203917,20105200
2008-04-23,6.930000,7.190000,6.500000,6.560000,5.984956,21487200
2008-04-24,6.930000,7.390000,6.570000,7.260000,6.623593,19369000
2008-04-25,7.110000,7.300000,6.710000,7.010000,6.395508,11496500
2008-04-28,6.950000,7.230000,6.820000,7.190000,6.559730,8425400
2008-04-29,7.350000,8.240000,7.350000,8.240000,7.517689,18722700
2008-04-30,8.220000,8.670000,8.040000,8.510000,7.764018,15215200
2008-05-01,8.640000,9.020000,8.570000,8.830000,8.055968,15114600
2008-05-02,8.910000,8.940000,8.150000,8.500000,7.754896,8266300
2008-05-05,8.380000,8.400000,7.960000,8.110000,7.399082,7458600
2008-05-06,7.920000,7.950000,7.650000,7.870000,7.180122,9182300
2008-05-07,7.900000,8.100000,7.530000,7.670000,6.997654,7083500
2008-05-08,7.600000,7.830000,7.460000,7.570000,6.906420,9057400
2008-05-09,7.310000,7.930000,7.270000,7.650000,6.979406,11068700
2008-05-12,7.980000,7.980000,7.380000,7.440000,6.787815,7737600
2008-05-13,7.590000,7.620000,7.250000,7.390000,6.742198,7796800
2008-05-14,7.460000,7.980000,7.430000,7.950000,7.253108,8243200
2008-05-15,7.850000,8.180000,7.600000,7.850000,7.161874,7882100
2008-05-16,7.790000,7.890000,7.440000,7.500000,6.842556,8203200
2008-05-19,7.480000,7.550000,7.070000,7.150000,6.523236,8380300
2008-05-20,7.100000,7.100000,6.680000,6.900000,6.295151,7104600
2008-05-21,6.800000,6.880000,5.690000,5.770000,5.264205,25114200
2008-05-22,6.010000,6.170000,5.740000,5.770000,5.264205,13338600
2008-05-23,5.650000,5.780000,5.370000,5.500000,5.017874,13950500
2008-05-27,5.710000,6.000000,5.530000,5.920000,5.401056,12920100
2008-05-28,6.220000,6.350000,5.570000,5.650000,5.154725,12853600
2008-05-29,5.780000,6.160000,5.530000,6.140000,5.601771,9499100
2008-05-30,6.170000,6.230000,5.850000,6.150000,5.610895,6889500
2008-06-02,6.250000,6.250000,5.750000,5.850000,5.337193,9104100
